"Jahr";"Quartal";"Monat";"Herkunftsland_24Auspr";"Herkunftsland_05Auspr";"Herkunftsland_D/A";"Tourismus_Ank¸nfte";"Tourismus_‹bernachtungen"
"2009";"2. Quartal";"05";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";135;232
"2009";"2. Quartal";"05";"USA";"Amerika";"Ausland";2580;6221
"2009";"2. Quartal";"05";"Kanada";"Amerika";"Ausland";337;660
"2009";"2. Quartal";"05";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";470;874
"2009";"2. Quartal";"05";"China";"Asien";"Ausland";330;831
"2009";"2. Quartal";"05";"Japan";"Asien";"Ausland";1935;3042
"2009";"2. Quartal";"05";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";790;2156
"2009";"2. Quartal";"05";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";304;645
"2009";"2. Quartal";"05";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";176;232
"2009";"2. Quartal";"06";"Deutschland";"Deutschland";"Deutschland";113701;247888
"2009";"2. Quartal";"06";"Belgien";"Europa ohne Deutschland";"Ausland";689;1595
"2009";"2. Quartal";"06";"D‰nemark";"Europa ohne Deutschland";"Ausland";606;1486
"2009";"2. Quartal";"06";"Frankreich";"Europa ohne Deutschland";"Ausland";1172;2764
"2009";"2. Quartal";"06";"Italien";"Europa ohne Deutschland";"Ausland";1314;2621
"2009";"2. Quartal";"06";"Niederlande";"Europa ohne Deutschland";"Ausland";1477;3803
"2009";"2. Quartal";"06";"÷sterreich";"Europa ohne Deutschland";"Ausland";1906;4456
"2009";"2. Quartal";"06";"Polen";"Europa ohne Deutschland";"Ausland";928;1522
"2009";"2. Quartal";"06";"Schweden";"Europa ohne Deutschland";"Ausland";571;861
"2009";"2. Quartal";"06";"Schweiz";"Europa ohne Deutschland";"Ausland";2130;5365
"2009";"2. Quartal";"06";"Russland";"Europa ohne Deutschland";"Ausland";643;2282
"2009";"2. Quartal";"06";"Spanien";"Europa ohne Deutschland";"Ausland";843;1857
"2009";"2. Quartal";"06";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";539;857
"2009";"2. Quartal";"06";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1929;4421
"2009";"2. Quartal";"06";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";1946;4373
"2009";"2. Quartal";"06";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";99;332
"2009";"2. Quartal";"06";"USA";"Amerika";"Ausland";3417;9778
"2009";"2. Quartal";"06";"Kanada";"Amerika";"Ausland";484;1365
"2009";"2. Quartal";"06";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";559;1287
"2009";"2. Quartal";"06";"China";"Asien";"Ausland";531;1348
"2009";"2. Quartal";"06";"Japan";"Asien";"Ausland";1305;2869
"2009";"2. Quartal";"06";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";943;2699
"2009";"2. Quartal";"06";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";438;1016
"2009";"2. Quartal";"06";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";243;454
"2009";"3. Quartal";"07";"Deutschland";"Deutschland";"Deutschland";109702;237002
"2009";"3. Quartal";"07";"Belgien";"Europa ohne Deutschland";"Ausland";970;2014
"2009";"3. Quartal";"07";"D‰nemark";"Europa ohne Deutschland";"Ausland";1352;2808
"2009";"3. Quartal";"07";"Frankreich";"Europa ohne Deutschland";"Ausland";1290;2773
"2009";"3. Quartal";"07";"Italien";"Europa ohne Deutschland";"Ausland";1827;3492
"2009";"3. Quartal";"07";"Niederlande";"Europa ohne Deutschland";"Ausland";2380;5709
"2009";"3. Quartal";"07";"÷sterreich";"Europa ohne Deutschland";"Ausland";1877;3824
"2009";"3. Quartal";"07";"Polen";"Europa ohne Deutschland";"Ausland";800;1494
"2009";"3. Quartal";"07";"Schweden";"Europa ohne Deutschland";"Ausland";1158;1586
"2009";"3. Quartal";"07";"Schweiz";"Europa ohne Deutschland";"Ausland";2671;5717
"2009";"3. Quartal";"07";"Russland";"Europa ohne Deutschland";"Ausland";843;2804
"2009";"3. Quartal";"07";"Spanien";"Europa ohne Deutschland";"Ausland";1127;1901
"2009";"3. Quartal";"07";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";663;1044
"2009";"3. Quartal";"07";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1747;3475
"2009";"3. Quartal";"07";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";2783;5327
"2009";"3. Quartal";"07";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";91;250
"2009";"3. Quartal";"07";"USA";"Amerika";"Ausland";3003;8458
"2009";"3. Quartal";"07";"Kanada";"Amerika";"Ausland";293;745
"2009";"3. Quartal";"07";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";716;1326
"2009";"3. Quartal";"07";"China";"Asien";"Ausland";493;966
"2009";"3. Quartal";"07";"Japan";"Asien";"Ausland";1128;2397
"2009";"3. Quartal";"07";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";1188;3174
"2009";"3. Quartal";"07";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";392;855
"2009";"3. Quartal";"07";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";278;449
"2009";"3. Quartal";"08";"Deutschland";"Deutschland";"Deutschland";128402;290395
"2009";"3. Quartal";"08";"Belgien";"Europa ohne Deutschland";"Ausland";903;2154
"2009";"3. Quartal";"08";"D‰nemark";"Europa ohne Deutschland";"Ausland";979;2531
"2009";"3. Quartal";"08";"Frankreich";"Europa ohne Deutschland";"Ausland";1804;4033
"2009";"3. Quartal";"08";"Italien";"Europa ohne Deutschland";"Ausland";5686;9975
"2009";"3. Quartal";"08";"Niederlande";"Europa ohne Deutschland";"Ausland";2268;5926
"2009";"3. Quartal";"08";"÷sterreich";"Europa ohne Deutschland";"Ausland";2444;5323
"2009";"3. Quartal";"08";"Polen";"Europa ohne Deutschland";"Ausland";906;1553
"2009";"3. Quartal";"08";"Schweden";"Europa ohne Deutschland";"Ausland";585;862
"2009";"3. Quartal";"08";"Schweiz";"Europa ohne Deutschland";"Ausland";2038;4928
"2009";"3. Quartal";"08";"Russland";"Europa ohne Deutschland";"Ausland";990;3064
"2009";"3. Quartal";"08";"Spanien";"Europa ohne Deutschland";"Ausland";1695;3128
"2009";"3. Quartal";"08";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";834;1579
"2009";"3. Quartal";"08";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1820;4114
"2009";"3. Quartal";"08";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";2871;5421
"2009";"3. Quartal";"08";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";119;269
"2009";"3. Quartal";"08";"USA";"Amerika";"Ausland";2232;5925
"2009";"3. Quartal";"08";"Kanada";"Amerika";"Ausland";450;1135
"2009";"3. Quartal";"08";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";463;864
"2009";"3. Quartal";"08";"China";"Asien";"Ausland";467;764
"2009";"3. Quartal";"08";"Japan";"Asien";"Ausland";1895;3404
"2009";"3. Quartal";"08";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";901;3094
"2009";"3. Quartal";"08";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";460;1082
"2009";"3. Quartal";"08";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";287;506
"2009";"3. Quartal";"09";"Deutschland";"Deutschland";"Deutschland";128584;289289
"2009";"3. Quartal";"09";"Belgien";"Europa ohne Deutschland";"Ausland";697;1940
"2009";"3. Quartal";"09";"D‰nemark";"Europa ohne Deutschland";"Ausland";853;2425
"2009";"3. Quartal";"09";"Frankreich";"Europa ohne Deutschland";"Ausland";1190;2869
"2009";"3. Quartal";"09";"Italien";"Europa ohne Deutschland";"Ausland";1125;2624
"2009";"3. Quartal";"09";"Niederlande";"Europa ohne Deutschland";"Ausland";1801;4530
"2009";"3. Quartal";"09";"÷sterreich";"Europa ohne Deutschland";"Ausland";2273;5647
"2009";"3. Quartal";"09";"Polen";"Europa ohne Deutschland";"Ausland";590;1101
"2009";"3. Quartal";"09";"Schweden";"Europa ohne Deutschland";"Ausland";821;1538
"2009";"3. Quartal";"09";"Schweiz";"Europa ohne Deutschland";"Ausland";2487;6294
"2009";"3. Quartal";"09";"Russland";"Europa ohne Deutschland";"Ausland";685;2515
"2009";"3. Quartal";"09";"Spanien";"Europa ohne Deutschland";"Ausland";865;1926
"2009";"3. Quartal";"09";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";778;1633
"2009";"3. Quartal";"09";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";2007;4622
"2009";"3. Quartal";"09";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";1981;4843
"2009";"3. Quartal";"09";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";96;262
"2009";"3. Quartal";"09";"USA";"Amerika";"Ausland";2856;7436
"2009";"3. Quartal";"09";"Kanada";"Amerika";"Ausland";483;1048
"2009";"3. Quartal";"09";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";790;1529
"2009";"3. Quartal";"09";"China";"Asien";"Ausland";616;962
"2009";"3. Quartal";"09";"Japan";"Asien";"Ausland";1882;3834
"2009";"3. Quartal";"09";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";943;2939
"2009";"3. Quartal";"09";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";535;1151
"2009";"3. Quartal";"09";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";226;377
"2009";"4. Quartal";"10";"Deutschland";"Deutschland";"Deutschland";133549;291924
"2009";"4. Quartal";"10";"Belgien";"Europa ohne Deutschland";"Ausland";527;1239
"2009";"4. Quartal";"10";"D‰nemark";"Europa ohne Deutschland";"Ausland";774;1818
"2009";"4. Quartal";"10";"Frankreich";"Europa ohne Deutschland";"Ausland";1194;2663
"2009";"4. Quartal";"10";"Italien";"Europa ohne Deutschland";"Ausland";863;1937
"2009";"4. Quartal";"10";"Niederlande";"Europa ohne Deutschland";"Ausland";1899;4979
"2009";"4. Quartal";"10";"÷sterreich";"Europa ohne Deutschland";"Ausland";2037;4817
"2009";"4. Quartal";"10";"Polen";"Europa ohne Deutschland";"Ausland";620;1113
"2009";"4. Quartal";"10";"Schweden";"Europa ohne Deutschland";"Ausland";392;671
"2009";"4. Quartal";"10";"Schweiz";"Europa ohne Deutschland";"Ausland";1814;4135
"2009";"4. Quartal";"10";"Russland";"Europa ohne Deutschland";"Ausland";740;2673
"2009";"4. Quartal";"10";"Spanien";"Europa ohne Deutschland";"Ausland";515;1060
"2009";"4. Quartal";"10";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";882;1753
"2009";"4. Quartal";"10";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1297;3038
"2009";"4. Quartal";"10";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";1828;4711
"2009";"4. Quartal";"10";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";118;335
"2009";"4. Quartal";"10";"USA";"Amerika";"Ausland";2254;5982
"2009";"4. Quartal";"10";"Kanada";"Amerika";"Ausland";338;906
"2009";"4. Quartal";"10";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";400;770
"2009";"4. Quartal";"10";"China";"Asien";"Ausland";846;1553
"2009";"4. Quartal";"10";"Japan";"Asien";"Ausland";1441;2694
"2009";"4. Quartal";"10";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";1313;3765
"2009";"4. Quartal";"10";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";431;918
"2009";"4. Quartal";"10";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";233;518
"2009";"4. Quartal";"11";"Deutschland";"Deutschland";"Deutschland";103739;199603
"2009";"4. Quartal";"11";"Belgien";"Europa ohne Deutschland";"Ausland";308;671
"2009";"4. Quartal";"11";"D‰nemark";"Europa ohne Deutschland";"Ausland";316;502
"2009";"4. Quartal";"11";"Frankreich";"Europa ohne Deutschland";"Ausland";565;1088
"2009";"4. Quartal";"11";"Italien";"Europa ohne Deutschland";"Ausland";841;1726
"2009";"4. Quartal";"11";"Niederlande";"Europa ohne Deutschland";"Ausland";922;2152
"2009";"4. Quartal";"11";"÷sterreich";"Europa ohne Deutschland";"Ausland";1449;2818
"2009";"4. Quartal";"11";"Polen";"Europa ohne Deutschland";"Ausland";557;959
"2009";"4. Quartal";"11";"Schweden";"Europa ohne Deutschland";"Ausland";147;260
"2009";"4. Quartal";"11";"Schweiz";"Europa ohne Deutschland";"Ausland";1113;2393
"2009";"4. Quartal";"11";"Russland";"Europa ohne Deutschland";"Ausland";616;2221
"2009";"4. Quartal";"11";"Spanien";"Europa ohne Deutschland";"Ausland";295;645
"2009";"4. Quartal";"11";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";994;1684
"2009";"4. Quartal";"11";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";803;1834
"2009";"4. Quartal";"11";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";1109;3214
"2009";"4. Quartal";"11";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";96;211
"2009";"4. Quartal";"11";"USA";"Amerika";"Ausland";1277;3411
"2009";"4. Quartal";"11";"Kanada";"Amerika";"Ausland";104;254
"2009";"4. Quartal";"11";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";221;400
"2009";"4. Quartal";"11";"China";"Asien";"Ausland";401;840
"2009";"4. Quartal";"11";"Japan";"Asien";"Ausland";1384;2363
"2009";"4. Quartal";"11";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";557;1632
"2009";"4. Quartal";"11";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";137;269
"2009";"4. Quartal";"11";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";195;302
"2009";"4. Quartal";"12";"Deutschland";"Deutschland";"Deutschland";135046;270118
"2009";"4. Quartal";"12";"Belgien";"Europa ohne Deutschland";"Ausland";280;509
"2009";"4. Quartal";"12";"D‰nemark";"Europa ohne Deutschland";"Ausland";304;1047
"2009";"4. Quartal";"12";"Frankreich";"Europa ohne Deutschland";"Ausland";610;1291
"2009";"4. Quartal";"12";"Italien";"Europa ohne Deutschland";"Ausland";1234;2503
"2009";"4. Quartal";"12";"Niederlande";"Europa ohne Deutschland";"Ausland";1473;3370
"2009";"4. Quartal";"12";"÷sterreich";"Europa ohne Deutschland";"Ausland";1353;2969
"2009";"4. Quartal";"12";"Polen";"Europa ohne Deutschland";"Ausland";704;1019
"2009";"4. Quartal";"12";"Schweden";"Europa ohne Deutschland";"Ausland";146;333
"2009";"4. Quartal";"12";"Schweiz";"Europa ohne Deutschland";"Ausland";1660;4036
"2009";"4. Quartal";"12";"Russland";"Europa ohne Deutschland";"Ausland";639;2255
"2009";"4. Quartal";"12";"Spanien";"Europa ohne Deutschland";"Ausland";442;1041
"2009";"4. Quartal";"12";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";973;1582
"2009";"4. Quartal";"12";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1069;2765
"2009";"4. Quartal";"12";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";1090;3187
"2009";"4. Quartal";"12";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";107;276
"2009";"4. Quartal";"12";"USA";"Amerika";"Ausland";1613;3658
"2009";"4. Quartal";"12";"Kanada";"Amerika";"Ausland";153;300
"2009";"4. Quartal";"12";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";425;678
"2009";"4. Quartal";"12";"China";"Asien";"Ausland";567;1004
"2009";"4. Quartal";"12";"Japan";"Asien";"Ausland";2064;3491
"2009";"4. Quartal";"12";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";417;1027
"2009";"4. Quartal";"12";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";279;645
"2009";"4. Quartal";"12";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";120;210
"2010";"1. Quartal";"01";"Deutschland";"Deutschland";"Deutschland";56233;111214
"2010";"1. Quartal";"01";"Belgien";"Europa ohne Deutschland";"Ausland";198;387
"2010";"1. Quartal";"01";"D‰nemark";"Europa ohne Deutschland";"Ausland";127;206
"2010";"1. Quartal";"01";"Frankreich";"Europa ohne Deutschland";"Ausland";436;1025
"2010";"1. Quartal";"01";"Italien";"Europa ohne Deutschland";"Ausland";430;1049
"2010";"1. Quartal";"01";"Niederlande";"Europa ohne Deutschland";"Ausland";449;892
"2010";"1. Quartal";"01";"÷sterreich";"Europa ohne Deutschland";"Ausland";598;1308
"2010";"1. Quartal";"01";"Polen";"Europa ohne Deutschland";"Ausland";463;826
"2010";"1. Quartal";"01";"Schweden";"Europa ohne Deutschland";"Ausland";107;158
"2010";"1. Quartal";"01";"Schweiz";"Europa ohne Deutschland";"Ausland";544;1244
"2010";"1. Quartal";"01";"Russland";"Europa ohne Deutschland";"Ausland";968;2845
"2010";"1. Quartal";"01";"Spanien";"Europa ohne Deutschland";"Ausland";565;813
"2010";"1. Quartal";"01";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";441;746
"2010";"1. Quartal";"01";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";627;1474
"2010";"1. Quartal";"01";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";951;2834
"2010";"1. Quartal";"01";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";56;92
"2010";"1. Quartal";"01";"USA";"Amerika";"Ausland";1107;2774
"2010";"1. Quartal";"01";"Kanada";"Amerika";"Ausland";81;185
"2010";"1. Quartal";"01";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";248;455
"2010";"1. Quartal";"01";"China";"Asien";"Ausland";264;518
"2010";"1. Quartal";"01";"Japan";"Asien";"Ausland";534;1144
"2010";"1. Quartal";"01";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";423;1385
"2010";"1. Quartal";"01";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";210;431
"2010";"1. Quartal";"01";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";122;172
"2010";"1. Quartal";"02";"Deutschland";"Deutschland";"Deutschland";66374;126831
"2010";"1. Quartal";"02";"Belgien";"Europa ohne Deutschland";"Ausland";231;446
"2010";"1. Quartal";"02";"D‰nemark";"Europa ohne Deutschland";"Ausland";128;301
"2010";"1. Quartal";"02";"Frankreich";"Europa ohne Deutschland";"Ausland";444;907
"2010";"1. Quartal";"02";"Italien";"Europa ohne Deutschland";"Ausland";570;977
"2010";"1. Quartal";"02";"Niederlande";"Europa ohne Deutschland";"Ausland";870;1585
"2010";"1. Quartal";"02";"÷sterreich";"Europa ohne Deutschland";"Ausland";724;1655
"2010";"1. Quartal";"02";"Polen";"Europa ohne Deutschland";"Ausland";513;744
"2010";"1. Quartal";"02";"Schweden";"Europa ohne Deutschland";"Ausland";104;343
"2010";"1. Quartal";"02";"Schweiz";"Europa ohne Deutschland";"Ausland";531;1150
"2010";"1. Quartal";"02";"Russland";"Europa ohne Deutschland";"Ausland";354;1820
"2010";"1. Quartal";"02";"Spanien";"Europa ohne Deutschland";"Ausland";268;857
"2010";"1. Quartal";"02";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";519;1049
"2010";"1. Quartal";"02";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";893;1936
"2010";"1. Quartal";"02";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";984;2869
"2010";"1. Quartal";"02";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";50;139
"2010";"1. Quartal";"02";"USA";"Amerika";"Ausland";961;2958
"2010";"1. Quartal";"02";"Kanada";"Amerika";"Ausland";90;220
"2010";"1. Quartal";"02";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";235;407
"2010";"1. Quartal";"02";"China";"Asien";"Ausland";319;460
"2010";"1. Quartal";"02";"Japan";"Asien";"Ausland";688;1510
"2010";"1. Quartal";"02";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";500;1570
"2010";"1. Quartal";"02";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";103;230
"2010";"1. Quartal";"02";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";345;456
"2010";"1. Quartal";"03";"Deutschland";"Deutschland";"Deutschland";98936;200651
"2010";"1. Quartal";"03";"Belgien";"Europa ohne Deutschland";"Ausland";497;1041
"2010";"1. Quartal";"03";"D‰nemark";"Europa ohne Deutschland";"Ausland";267;537
"2010";"1. Quartal";"03";"Frankreich";"Europa ohne Deutschland";"Ausland";904;2031
"2010";"1. Quartal";"03";"Italien";"Europa ohne Deutschland";"Ausland";1656;2968
"2010";"1. Quartal";"03";"Niederlande";"Europa ohne Deutschland";"Ausland";915;1788
"2010";"1. Quartal";"03";"÷sterreich";"Europa ohne Deutschland";"Ausland";1392;2988
"2010";"1. Quartal";"03";"Polen";"Europa ohne Deutschland";"Ausland";583;970
"2010";"1. Quartal";"03";"Schweden";"Europa ohne Deutschland";"Ausland";166;368
"2010";"1. Quartal";"03";"Schweiz";"Europa ohne Deutschland";"Ausland";1642;3549
"2010";"1. Quartal";"03";"Russland";"Europa ohne Deutschland";"Ausland";695;2952
"2010";"1. Quartal";"03";"Spanien";"Europa ohne Deutschland";"Ausland";599;1614
"2010";"1. Quartal";"03";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";621;1073
"2010";"1. Quartal";"03";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1201;2943
"2010";"1. Quartal";"03";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";1425;3189
"2010";"1. Quartal";"03";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";164;453
"2010";"1. Quartal";"03";"USA";"Amerika";"Ausland";1504;4540
"2010";"1. Quartal";"03";"Kanada";"Amerika";"Ausland";165;468
"2010";"1. Quartal";"03";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";292;713
"2010";"1. Quartal";"03";"China";"Asien";"Ausland";421;827
"2010";"1. Quartal";"03";"Japan";"Asien";"Ausland";980;2258
"2010";"1. Quartal";"03";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";688;1953
"2010";"1. Quartal";"03";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";136;317
"2010";"1. Quartal";"03";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";314;397
"2010";"2. Quartal";"04";"Deutschland";"Deutschland";"Deutschland";112735;237575
"2010";"2. Quartal";"04";"Belgien";"Europa ohne Deutschland";"Ausland";668;1349
"2010";"2. Quartal";"04";"D‰nemark";"Europa ohne Deutschland";"Ausland";648;1649
"2010";"2. Quartal";"04";"Frankreich";"Europa ohne Deutschland";"Ausland";1192;2523
"2010";"2. Quartal";"04";"Italien";"Europa ohne Deutschland";"Ausland";1570;2390
"2010";"2. Quartal";"04";"Niederlande";"Europa ohne Deutschland";"Ausland";1180;2472
"2010";"2. Quartal";"04";"÷sterreich";"Europa ohne Deutschland";"Ausland";1888;4299
"2010";"2. Quartal";"04";"Polen";"Europa ohne Deutschland";"Ausland";869;1436
"2010";"2. Quartal";"04";"Schweden";"Europa ohne Deutschland";"Ausland";601;860
"2010";"2. Quartal";"04";"Schweiz";"Europa ohne Deutschland";"Ausland";1772;4276
"2010";"2. Quartal";"04";"Russland";"Europa ohne Deutschland";"Ausland";806;3030
"2010";"2. Quartal";"04";"Spanien";"Europa ohne Deutschland";"Ausland";569;1127
"2010";"2. Quartal";"04";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";802;1306
"2010";"2. Quartal";"04";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";1454;3318
"2010";"2. Quartal";"04";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";1911;3706
"2010";"2. Quartal";"04";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";56;140
"2010";"2. Quartal";"04";"USA";"Amerika";"Ausland";1632;3974
"2010";"2. Quartal";"04";"Kanada";"Amerika";"Ausland";214;553
"2010";"2. Quartal";"04";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";304;564
"2010";"2. Quartal";"04";"China";"Asien";"Ausland";719;1614
"2010";"2. Quartal";"04";"Japan";"Asien";"Ausland";1069;2243
"2010";"2. Quartal";"04";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";1128;2715
"2010";"2. Quartal";"04";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";256;568
"2010";"2. Quartal";"04";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";344;474
"2010";"2. Quartal";"05";"Deutschland";"Deutschland";"Deutschland";134413;298171
"2010";"2. Quartal";"05";"Belgien";"Europa ohne Deutschland";"Ausland";798;2097
"2010";"2. Quartal";"05";"D‰nemark";"Europa ohne Deutschland";"Ausland";1005;2583
"2010";"2. Quartal";"05";"Frankreich";"Europa ohne Deutschland";"Ausland";1647;3781
"2010";"2. Quartal";"05";"Italien";"Europa ohne Deutschland";"Ausland";1632;3132
"2010";"2. Quartal";"05";"Niederlande";"Europa ohne Deutschland";"Ausland";2206;5408
"2010";"2. Quartal";"05";"÷sterreich";"Europa ohne Deutschland";"Ausland";2529;5728
"2010";"2. Quartal";"05";"Polen";"Europa ohne Deutschland";"Ausland";1328;2302
"2010";"2. Quartal";"05";"Schweden";"Europa ohne Deutschland";"Ausland";853;1428
"2010";"2. Quartal";"05";"Schweiz";"Europa ohne Deutschland";"Ausland";2523;5564
"2010";"2. Quartal";"05";"Russland";"Europa ohne Deutschland";"Ausland";1160;3232
"2010";"2. Quartal";"05";"Spanien";"Europa ohne Deutschland";"Ausland";793;1797
"2010";"2. Quartal";"05";"Tschechische Republik";"Europa ohne Deutschland";"Ausland";918;1618
"2010";"2. Quartal";"05";"Groﬂbritannien";"Europa ohne Deutschland";"Ausland";2156;4666
"2010";"2. Quartal";"05";"sonst.europ‰ische L‰nder (o.13 L‰nder)";"Europa ohne Deutschland";"Ausland";2519;5558
"2010";"2. Quartal";"05";"afrikanische L‰nder";"Sonst. Ausland";"Ausland";91;242
"2010";"2. Quartal";"05";"USA";"Amerika";"Ausland";2956;7255
"2010";"2. Quartal";"05";"Kanada";"Amerika";"Ausland";486;1053
"2010";"2. Quartal";"05";"amerik. L‰nder (o.USA, Kanada)";"Amerika";"Ausland";864;1561
"2010";"2. Quartal";"05";"China";"Asien";"Ausland";433;729
"2010";"2. Quartal";"05";"Japan";"Asien";"Ausland";1880;3783
"2010";"2. Quartal";"05";"asiatische L‰nder (o.China, Japan)";"Asien";"Ausland";966;2162
"2010";"2. Quartal";"05";"Australien, Neuseeland u. Ozeanien    ";"Sonst. Ausland";"Ausland";585;1244
"2010";"2. Quartal";"05";"Ausl‰nder ohne Angabe";"Sonst. Ausland";"Ausland";289;506
"2010";"2. Quartal";"06";"Deutschland";"Deutschland";"Deutschland";132845;281229
